"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Thu Aug 20 15:11:43 UTC 2026","Thu Aug 20 15:11:43 UTC 2026","0","Medusa API Test Suite","Admin API — Customers","com.medusa.automation.tests.api.admin.AdminCustomerApiTest","com.medusa.automation.tests.api.admin.AdminCustomerApiTest","TC_API_ADMIN_CUS_006_getCustomerById_validId_returns200WithCustomer","TC_API_ADMIN_CUS_006_getCustomerById_validId_returns200WithCustomer","TC_API_ADMIN_CUS_006 — Admin lấy chi tiết customer theo ID → 200 + customer object đầy đủ required fields"
"passed","Thu Aug 20 15:13:23 UTC 2026","Thu Aug 20 15:13:26 UTC 2026","2407","Medusa Admin Auth Suite","Regression Tests","com.medusa.automation.tests.AdminOrderTest","com.medusa.automation.tests.AdminOrderTest","testUnauthenticatedOrdersRedirectToLogin","testUnauthenticatedOrdersRedirectToLogin","MED_ORD_TC_054: Truy cập /app/orders không có session → redirect về /app/login"
"broken","Thu Aug 20 15:14:02 UTC 2026","Thu Aug 20 15:14:02 UTC 2026","0","StoreFront Test Suite","SF Regression Tests","com.medusa.automation.tests.StoreFrontProductTest","com.medusa.automation.tests.StoreFrontProductTest","testGoToCartFromMiniCart","testGoToCartFromMiniCart","Click 'Go to cart' từ Mini Cart → Navigate đến trang /gb/cart"
"passed","Thu Aug 20 15:12:44 UTC 2026","Thu Aug 20 15:12:46 UTC 2026","1608","Medusa Admin Auth Suite","Regression Tests","com.medusa.automation.tests.LoginTest","com.medusa.automation.tests.LoginTest","tc044_tabNavigationOrder","tc044_tabNavigationOrder","MED_AUTH_TC_044: Tab navigation từ Email → Password → eye-icon → Submit button → Reset link đúng thứ tự"
"passed","Thu Aug 20 15:11:43 UTC 2026","Thu Aug 20 15:11:43 UTC 2026","108","Medusa API Test Suite","Admin API — Products","com.medusa.automation.tests.api.admin.AdminProductApiTest","com.medusa.automation.tests.api.admin.AdminProductApiTest","TC_API_ADMIN_PROD_002_listProducts_noAuth_returns401","TC_API_ADMIN_PROD_002_listProducts_noAuth_returns401","TC_API_ADMIN_PROD_002 — List products không có Authorization header → 401"
"broken","Thu Aug 20 15:14:17 UTC 2026","Thu Aug 20 15:14:17 UTC 2026","2","StoreFront Test Suite","SF Regression Tests","com.medusa.automation.tests.StoreFrontSearchTest","com.medusa.automation.tests.StoreFrontSearchTest","testXssInjectionInSearchIsEscaped","testXssInjectionInSearchIsEscaped","XSS Injection trong ô Search — React/Next.js phải escape HTML, không có alert popup"
"passed","Thu Aug 20 15:12:32 UTC 2026","Thu Aug 20 15:12:35 UTC 2026","2468","Medusa Admin Auth Suite","Regression Tests","com.medusa.automation.tests.LoginTest","com.medusa.automation.tests.LoginTest","tc009_loginWithNonExistentEmail","tc009_loginWithNonExistentEmail","MED_AUTH_TC_009: Đăng nhập với email không tồn tại → 'Invalid email or password' (không tiết lộ email có tồn tại không)"
"broken","Thu Aug 20 15:14:09 UTC 2026","Thu Aug 20 15:14:09 UTC 2026","1","StoreFront Test Suite","SF Regression Tests","com.medusa.automation.tests.StoreFrontCheckoutTest","com.medusa.automation.tests.StoreFrontCheckoutTest","testCheckoutStep1InvalidEmailValidation","testCheckoutStep1InvalidEmailValidation","Nhập Email không hợp lệ ở Bước 1 → HTML5 email validation báo lỗi"
"broken","Thu Aug 20 15:13:30 UTC 2026","Thu Aug 20 15:13:32 UTC 2026","1504","Medusa Admin Auth Suite","Known Bug Tests (Expected FAIL — App Bugs)","com.medusa.automation.tests.LoginTest","com.medusa.automation.tests.LoginTest","tc011_loginWithEmailMissingDomain_knownBug","tc011_loginWithEmailMissingDomain_knownBug","MED_AUTH_TC_011 [KNOWN BUG]: Email 'admin@' thiếu domain → Expected: HTML5 validation lỗi. App Bug: không hiển thị validation"
"failed","Thu Aug 20 15:11:43 UTC 2026","Thu Aug 20 15:11:43 UTC 2026","1","Medusa API Test Suite","Admin API — Orders","com.medusa.automation.tests.api.admin.AdminOrderApiTest","com.medusa.automation.tests.api.admin.AdminOrderApiTest","TC_API_ADMIN_ORDER_004_listOrders_paginationLimit5_returnsMaxItems","TC_API_ADMIN_ORDER_004_listOrders_paginationLimit5_returnsMaxItems","TC_API_ADMIN_ORDER_004 — Admin list orders với limit=5 → 200 + số items ≤ 5"
"passed","Thu Aug 20 15:12:48 UTC 2026","Thu Aug 20 15:12:50 UTC 2026","2071","Medusa Admin Auth Suite","Regression Tests","com.medusa.automation.tests.ResetPasswordTest","com.medusa.automation.tests.ResetPasswordTest","tc022_navigateToResetPasswordPage","tc022_navigateToResetPasswordPage","MED_AUTH_TC_022: Click link 'Reset' trên Login page → chuyển đến /app/reset-password với đủ thành phần"
"broken","Thu Aug 20 15:12:42 UTC 2026","Thu Aug 20 15:12:44 UTC 2026","1422","Medusa Admin Auth Suite","Regression Tests","com.medusa.automation.tests.LoginTest","com.medusa.automation.tests.LoginTest","tc017_passwordToggleEyeIcon","tc017_passwordToggleEyeIcon","MED_AUTH_TC_017: Click eye-icon → password chuyển sang text (hiện), click lại → ẩn trở lại"
"broken","Thu Aug 20 15:13:13 UTC 2026","Thu Aug 20 15:13:14 UTC 2026","866","Medusa Admin Auth Suite","Regression Tests","com.medusa.automation.tests.AdminOrderTest","com.medusa.automation.tests.AdminOrderTest","testCancelDraftOrderForm","testCancelDraftOrderForm","MED_ORD_TC_052: Click Cancel trong form Draft Order → form đóng, không tạo Draft"
"failed","Thu Aug 20 15:11:42 UTC 2026","Thu Aug 20 15:11:42 UTC 2026","0","Medusa API Test Suite","Storefront API — Orders","com.medusa.automation.tests.api.storefront.StorefrontOrderApiTest","com.medusa.automation.tests.api.storefront.StorefrontOrderApiTest","TC_API_ORDER_004_getOrders_paginationLimit5_returns200WithMaxItems","TC_API_ORDER_004_getOrders_paginationLimit5_returns200WithMaxItems","TC_API_ORDER_004 — Lấy orders với limit=5 → 200 + số items ≤ 5"
"broken","Thu Aug 20 15:11:42 UTC 2026","Thu Aug 20 15:11:42 UTC 2026","2","Medusa API Test Suite","Admin API — Authentication","com.medusa.automation.tests.api.admin.AdminAuthApiTest","com.medusa.automation.tests.api.admin.AdminAuthApiTest","TC_API_ADMIN_AUTH_003_login_nonExistentEmail_returns401","TC_API_ADMIN_AUTH_003_login_nonExistentEmail_returns401","TC_API_ADMIN_AUTH_003 — Admin login với email không tồn tại → 401"
"passed","Thu Aug 20 15:11:40 UTC 2026","Thu Aug 20 15:11:40 UTC 2026","199","Medusa API Test Suite","Storefront API — Authentication","com.medusa.automation.tests.api.storefront.StorefrontAuthApiTest","com.medusa.automation.tests.api.storefront.StorefrontAuthApiTest","TC_API_AUTH_004_registerToken_invalidEmailFormat_verifyBehavior","TC_API_AUTH_004_registerToken_invalidEmailFormat_verifyBehavior","TC_API_AUTH_004 — Register email sai format → Medusa chấp nhận (200) — KNOWN: không validate format ở auth layer"
"broken","Thu Aug 20 15:13:59 UTC 2026","Thu Aug 20 15:13:59 UTC 2026","1","StoreFront Test Suite","SF Regression Tests","com.medusa.automation.tests.StoreFrontStoreTest","com.medusa.automation.tests.StoreFrontStoreTest","testProductListIsPaginatedOrScrollable","testProductListIsPaginatedOrScrollable","Trang Store có phân trang hoặc infinite scroll — danh sách sản phẩm có thể duyệt"
"failed","Thu Aug 20 15:11:42 UTC 2026","Thu Aug 20 15:11:42 UTC 2026","1","Medusa API Test Suite","Storefront API — Orders","com.medusa.automation.tests.api.storefront.StorefrontOrderApiTest","com.medusa.automation.tests.api.storefront.StorefrontOrderApiTest","TC_API_ORDER_001_getOrders_authenticated_returns200WithArray","TC_API_ORDER_001_getOrders_authenticated_returns200WithArray","TC_API_ORDER_001 — Lấy danh sách orders của customer đã login → 200 + orders array"
"passed","Thu Aug 20 15:11:43 UTC 2026","Thu Aug 20 15:11:43 UTC 2026","90","Medusa API Test Suite","Admin API — Customers","com.medusa.automation.tests.api.admin.AdminCustomerApiTest","com.medusa.automation.tests.api.admin.AdminCustomerApiTest","TC_API_ADMIN_CUS_007_getCustomerById_noAuth_returns401","TC_API_ADMIN_CUS_007_getCustomerById_noAuth_returns401","TC_API_ADMIN_CUS_007 — Gọi /admin/customers endpoint không có Authorization header → 401 Unauthorized"
"broken","Thu Aug 20 15:13:58 UTC 2026","Thu Aug 20 15:13:58 UTC 2026","1","StoreFront Test Suite","SF Regression Tests","com.medusa.automation.tests.StoreFrontStoreTest","com.medusa.automation.tests.StoreFrontStoreTest","testFilterByCategoryShirts","testFilterByCategoryShirts","Click Category Shirts → Filter danh sách sản phẩm theo Shirts"
"broken","Thu Aug 20 15:14:10 UTC 2026","Thu Aug 20 15:14:10 UTC 2026","1","StoreFront Test Suite","SF Regression Tests","com.medusa.automation.tests.StoreFrontCheckoutTest","com.medusa.automation.tests.StoreFrontCheckoutTest","testCheckoutStep2ToStep3Transition","testCheckoutStep2ToStep3Transition","Chọn Standard Shipping → Click Continue → chuyển sang Bước 3 (Payment)"
"broken","Thu Aug 20 15:12:30 UTC 2026","Thu Aug 20 15:12:32 UTC 2026","1503","Medusa Admin Auth Suite","Regression Tests","com.medusa.automation.tests.LoginTest","com.medusa.automation.tests.LoginTest","tc008_loginWithWrongPassword","tc008_loginWithWrongPassword","MED_AUTH_TC_008: Đăng nhập với password sai → hiển thị 'Invalid email or password'"
"failed","Thu Aug 20 15:11:43 UTC 2026","Thu Aug 20 15:11:43 UTC 2026","1","Medusa API Test Suite","Admin API — Orders","com.medusa.automation.tests.api.admin.AdminOrderApiTest","com.medusa.automation.tests.api.admin.AdminOrderApiTest","TC_API_ADMIN_ORDER_007_getOrderById_nonExistentId_returns404","TC_API_ADMIN_ORDER_007_getOrderById_nonExistentId_returns404","TC_API_ADMIN_ORDER_007 — Admin lấy order với ID không tồn tại → 404 Not Found"
"broken","Thu Aug 20 15:14:05 UTC 2026","Thu Aug 20 15:14:05 UTC 2026","1","StoreFront Test Suite","SF Regression Tests","com.medusa.automation.tests.StoreFrontCartTest","com.medusa.automation.tests.StoreFrontCartTest","testApplyInvalidPromoCode","testApplyInvalidPromoCode","Áp dụng mã khuyến mãi không tồn tại hoặc hết hạn — hiển thị thông báo lỗi"
"failed","Thu Aug 20 15:11:41 UTC 2026","Thu Aug 20 15:11:42 UTC 2026","107","Medusa API Test Suite","Storefront API — Cart & Checkout","com.medusa.automation.tests.api.storefront.StorefrontCartApiTest","com.medusa.automation.tests.api.storefront.StorefrontCartApiTest","TC_API_CART_001_createCart_validRegion_returns200WithCartId","TC_API_CART_001_createCart_validRegion_returns200WithCartId","TC_API_CART_001 — Tạo cart mới với region_id hợp lệ → 200 + cartId"
"failed","Thu Aug 20 15:11:43 UTC 2026","Thu Aug 20 15:11:43 UTC 2026","0","Medusa API Test Suite","Admin API — Orders","com.medusa.automation.tests.api.admin.AdminOrderApiTest","com.medusa.automation.tests.api.admin.AdminOrderApiTest","TC_API_ADMIN_ORDER_010_listOrders_statusField_isValidEnum","TC_API_ADMIN_ORDER_010_listOrders_statusField_isValidEnum","TC_API_ADMIN_ORDER_010 — Order status trong list phải là giá trị hợp lệ theo enum: pending/completed/canceled/etc."
"broken","Thu Aug 20 15:14:10 UTC 2026","Thu Aug 20 15:14:10 UTC 2026","1","StoreFront Test Suite","SF Regression Tests","com.medusa.automation.tests.StoreFrontCheckoutTest","com.medusa.automation.tests.StoreFrontCheckoutTest","testCheckoutStep2DeliveryMethodsDisplayed","testCheckoutStep2DeliveryMethodsDisplayed","Bước 2 hiển thị danh sách shipping methods — Standard và Express Shipping"
"broken","Thu Aug 20 15:13:02 UTC 2026","Thu Aug 20 15:13:02 UTC 2026","878","Medusa Admin Auth Suite","Regression Tests","com.medusa.automation.tests.SessionManagementTest","com.medusa.automation.tests.SessionManagementTest","tc034_sessionTimeoutAfterCookieDeletion","tc034_sessionTimeoutAfterCookieDeletion","MED_AUTH_TC_034: Đang login, xóa cookie → refresh → phải redirect về /app/login"
"broken","Thu Aug 20 15:14:04 UTC 2026","Thu Aug 20 15:14:04 UTC 2026","0","StoreFront Test Suite","SF Regression Tests","com.medusa.automation.tests.StoreFrontProductTest","com.medusa.automation.tests.StoreFrontProductTest","testSizeVariantsAreSelectable","testSizeVariantsAreSelectable","Size variant buttons hiển thị — click chọn size 'S'"
"passed","Thu Aug 20 15:11:42 UTC 2026","Thu Aug 20 15:11:42 UTC 2026","110","Medusa API Test Suite","Admin API — Orders","com.medusa.automation.tests.api.admin.AdminOrderApiTest","com.medusa.automation.tests.api.admin.AdminOrderApiTest","TC_API_ADMIN_ORDER_002_listOrders_noAuth_returns401","TC_API_ADMIN_ORDER_002_listOrders_noAuth_returns401","TC_API_ADMIN_ORDER_002 — List orders không có Authorization header → 401 Unauthorized"
"broken","Thu Aug 20 15:11:42 UTC 2026","Thu Aug 20 15:11:42 UTC 2026","1","Medusa API Test Suite","Admin API — Authentication","com.medusa.automation.tests.api.admin.AdminAuthApiTest","com.medusa.automation.tests.api.admin.AdminAuthApiTest","TC_API_ADMIN_AUTH_001_login_validCredentials_returns200WithToken","TC_API_ADMIN_AUTH_001_login_validCredentials_returns200WithToken","TC_API_ADMIN_AUTH_001 — Admin login thành công với credentials hợp lệ → 200 + JWT token"
"broken","Thu Aug 20 15:13:34 UTC 2026","Thu Aug 20 15:13:35 UTC 2026","1430","Medusa Admin Auth Suite","Known Bug Tests (Expected FAIL — App Bugs)","com.medusa.automation.tests.ResetPasswordTest","com.medusa.automation.tests.ResetPasswordTest","tc023_sendResetWithExistingEmail_knownBug","tc023_sendResetWithExistingEmail_knownBug","MED_AUTH_TC_023 [KNOWN BUG]: Gửi reset với admin email → Expected: thông báo 'Successfully sent you an email'. App Bug: tính năng chưa có, không gửi email thực tế"
"broken","Thu Aug 20 15:14:01 UTC 2026","Thu Aug 20 15:14:01 UTC 2026","1","StoreFront Test Suite","SF Regression Tests","com.medusa.automation.tests.StoreFrontProductTest","com.medusa.automation.tests.StoreFrontProductTest","testColorVariantsAreSelectable","testColorVariantsAreSelectable","Color variant buttons hiển thị và có thể click để chọn màu"
"broken","Thu Aug 20 15:13:57 UTC 2026","Thu Aug 20 15:13:57 UTC 2026","0","StoreFront Test Suite","SF Regression Tests","com.medusa.automation.tests.StoreFrontHomeTest","com.medusa.automation.tests.StoreFrontHomeTest","testUrlContainsCountryPrefix","testUrlContainsCountryPrefix","Kiểm tra cấu trúc URL với mã quốc gia /gb (United Kingdom)"
"passed","Thu Aug 20 15:12:06 UTC 2026","Thu Aug 20 15:12:28 UTC 2026","21702","Medusa Admin Auth Suite","Regression Tests","com.medusa.automation.tests.LoginTest","com.medusa.automation.tests.LoginTest","tc005_submitEmptyForm","tc005_submitEmptyForm","MED_AUTH_TC_005: Submit form trống → hệ thống ngăn submit, không chuyển trang"
"broken","Thu Aug 20 15:13:56 UTC 2026","Thu Aug 20 15:13:56 UTC 2026","1","StoreFront Test Suite","SF Regression Tests","com.medusa.automation.tests.StoreFrontHomeTest","com.medusa.automation.tests.StoreFrontHomeTest","testMenuOverlayClosesWithXButton","testMenuOverlayClosesWithXButton","Click nút X (đóng) → Overlay đóng mượt mà, quay về trang cũ"
"broken","Thu Aug 20 15:14:15 UTC 2026","Thu Aug 20 15:14:15 UTC 2026","1","StoreFront Test Suite","SF Regression Tests","com.medusa.automation.tests.StoreFrontSearchTest","com.medusa.automation.tests.StoreFrontSearchTest","testCancelButtonResetsSearch","testCancelButtonResetsSearch","Nút '× Cancel' xóa từ khóa và reset danh sách về tất cả sản phẩm"
"broken","Thu Aug 20 15:14:04 UTC 2026","Thu Aug 20 15:14:04 UTC 2026","0","StoreFront Test Suite","SF Regression Tests","com.medusa.automation.tests.StoreFrontProductTest","com.medusa.automation.tests.StoreFrontProductTest","testQuantityIncreaseAndDecrease","testQuantityIncreaseAndDecrease","Tăng số lượng lên 2 — quantity input hiển thị giá trị mới"
"passed","Thu Aug 20 15:11:39 UTC 2026","Thu Aug 20 15:11:40 UTC 2026","131","Medusa API Test Suite","Storefront API — Authentication","com.medusa.automation.tests.api.storefront.StorefrontAuthApiTest","com.medusa.automation.tests.api.storefront.StorefrontAuthApiTest","TC_API_AUTH_003_registerToken_missingEmail_returnsError","TC_API_AUTH_003_registerToken_missingEmail_returnsError","TC_API_AUTH_003 — Register thiếu email → server từ chối (400/401/422)"
"broken","Thu Aug 20 15:13:07 UTC 2026","Thu Aug 20 15:13:08 UTC 2026","893","Medusa Admin Auth Suite","Regression Tests","com.medusa.automation.tests.AdminProductTest","com.medusa.automation.tests.AdminProductTest","testCreateProductHappyPath","testCreateProductHappyPath","Admin tạo sản phẩm mới với Title hợp lệ → sản phẩm xuất hiện trong danh sách"
"broken","Thu Aug 20 15:13:09 UTC 2026","Thu Aug 20 15:13:10 UTC 2026","854","Medusa Admin Auth Suite","Regression Tests","com.medusa.automation.tests.AdminProductTest","com.medusa.automation.tests.AdminProductTest","testProductsListPageDisplayed","testProductsListPageDisplayed","Admin navigate đến /app/products → danh sách sản phẩm hiển thị, nút Create hiển thị"
"failed","Thu Aug 20 15:11:43 UTC 2026","Thu Aug 20 15:11:43 UTC 2026","0","Medusa API Test Suite","Admin API — Customers","com.medusa.automation.tests.api.admin.AdminCustomerApiTest","com.medusa.automation.tests.api.admin.AdminCustomerApiTest","TC_API_ADMIN_CUS_010_listCustomers_responseTime_withinSLA","TC_API_ADMIN_CUS_010_listCustomers_responseTime_withinSLA","TC_API_ADMIN_CUS_010 — Response time của admin customer list < 5000ms (SLA)"
"broken","Thu Aug 20 15:13:55 UTC 2026","Thu Aug 20 15:13:55 UTC 2026","3","StoreFront Test Suite","SF Regression Tests","com.medusa.automation.tests.StoreFrontHomeTest","com.medusa.automation.tests.StoreFrontHomeTest","testHomepageHeroSectionIsDisplayed","testHomepageHeroSectionIsDisplayed","Hero section của trang chủ /gb hiển thị heading và CTA button"
"skipped","Thu Aug 20 15:11:42 UTC 2026","Thu Aug 20 15:11:42 UTC 2026","0","Medusa API Test Suite","Storefront API — Cart & Checkout","com.medusa.automation.tests.api.storefront.StorefrontCartApiTest","com.medusa.automation.tests.api.storefront.StorefrontCartApiTest","TC_API_CART_009_addShippingMethod_validOptionId_returns200","TC_API_CART_009_addShippingMethod_validOptionId_returns200","TC_API_CART_009 — Thêm shipping method vào cart đã có items → 200"
"failed","Thu Aug 20 15:11:43 UTC 2026","Thu Aug 20 15:11:43 UTC 2026","0","Medusa API Test Suite","Admin API — Customers","com.medusa.automation.tests.api.admin.AdminCustomerApiTest","com.medusa.automation.tests.api.admin.AdminCustomerApiTest","TC_API_ADMIN_CUS_009_listCustomers_responseStructure_isValid","TC_API_ADMIN_CUS_009_listCustomers_responseStructure_isValid","TC_API_ADMIN_CUS_009 — Validate list structure: count >= 0, limit > 0, offset >= 0, customers là array"
"broken","Thu Aug 20 15:13:06 UTC 2026","Thu Aug 20 15:13:07 UTC 2026","889","Medusa Admin Auth Suite","Regression Tests","com.medusa.automation.tests.AdminProductTest","com.medusa.automation.tests.AdminProductTest","testCreateProductFormStructure","testCreateProductFormStructure","Click nút Create → Drawer mở với Title input và Continue button"
"failed","Thu Aug 20 15:11:42 UTC 2026","Thu Aug 20 15:11:42 UTC 2026","1","Medusa API Test Suite","Storefront API — Orders","com.medusa.automation.tests.api.storefront.StorefrontOrderApiTest","com.medusa.automation.tests.api.storefront.StorefrontOrderApiTest","TC_API_ORDER_009_getOrders_responseTime_withinSLA","TC_API_ORDER_009_getOrders_responseTime_withinSLA","TC_API_ORDER_009 — Response time của order list endpoint phải < 5000ms (SLA)"
"failed","Thu Aug 20 15:11:43 UTC 2026","Thu Aug 20 15:11:43 UTC 2026","3","Medusa API Test Suite","Admin API — Products","com.medusa.automation.tests.api.admin.AdminProductApiTest","com.medusa.automation.tests.api.admin.AdminProductApiTest","TC_API_ADMIN_PROD_007_getProductById_nonExistentId_returns404","TC_API_ADMIN_PROD_007_getProductById_nonExistentId_returns404","TC_API_ADMIN_PROD_007 — Admin lấy product với ID không tồn tại → 404 Not Found"
"broken","Thu Aug 20 15:13:15 UTC 2026","Thu Aug 20 15:13:16 UTC 2026","868","Medusa Admin Auth Suite","Regression Tests","com.medusa.automation.tests.AdminOrderTest","com.medusa.automation.tests.AdminOrderTest","testCreateDraftOrderHappyPath","testCreateDraftOrderHappyPath","MED_ORD_TC_044: Tạo Draft Order đầy đủ thông tin → redirect đến trang chi tiết"
"passed","Thu Aug 20 15:12:51 UTC 2026","Thu Aug 20 15:12:53 UTC 2026","2142","Medusa Admin Auth Suite","Regression Tests","com.medusa.automation.tests.ResetPasswordTest","com.medusa.automation.tests.ResetPasswordTest","tc024_sendResetWithNonExistentEmail","tc024_sendResetWithNonExistentEmail","MED_AUTH_TC_024: Gửi reset với email không tồn tại → VẪN hiển thị success (chống email enumeration)"
"broken","Thu Aug 20 15:14:18 UTC 2026","Thu Aug 20 15:14:18 UTC 2026","0","StoreFront Test Suite","SF Regression Tests","com.medusa.automation.tests.StoreFrontSecurityTest","com.medusa.automation.tests.StoreFrontSecurityTest","testXssInCheckoutShippingAddress","testXssInCheckoutShippingAddress","XSS payload trong Checkout Shipping Address — React phải escape HTML, không có alert popup"
"failed","Thu Aug 20 15:11:43 UTC 2026","Thu Aug 20 15:11:43 UTC 2026","0","Medusa API Test Suite","Admin API — Products","com.medusa.automation.tests.api.admin.AdminProductApiTest","com.medusa.automation.tests.api.admin.AdminProductApiTest","TC_API_ADMIN_PROD_001_listProducts_adminAuth_returns200WithArray","TC_API_ADMIN_PROD_001_listProducts_adminAuth_returns200WithArray","TC_API_ADMIN_PROD_001 — Admin list tất cả products → 200 + products array + pagination metadata"
"skipped","Thu Aug 20 15:11:42 UTC 2026","Thu Aug 20 15:11:42 UTC 2026","0","Medusa API Test Suite","Storefront API — Cart & Checkout","com.medusa.automation.tests.api.storefront.StorefrontCartApiTest","com.medusa.automation.tests.api.storefront.StorefrontCartApiTest","TC_API_CART_007_addLineItem_missingVariantId_returnsError","TC_API_CART_007_addLineItem_missingVariantId_returnsError","TC_API_CART_007 — Thêm line item thiếu variant_id → error (400/422)"
"passed","Thu Aug 20 15:11:43 UTC 2026","Thu Aug 20 15:11:43 UTC 2026","109","Medusa API Test Suite","Admin API — Customers","com.medusa.automation.tests.api.admin.AdminCustomerApiTest","com.medusa.automation.tests.api.admin.AdminCustomerApiTest","TC_API_ADMIN_CUS_002_listCustomers_noAuth_returns401","TC_API_ADMIN_CUS_002_listCustomers_noAuth_returns401","TC_API_ADMIN_CUS_002 — List customers không có Authorization header → 401 Unauthorized"
"broken","Thu Aug 20 15:14:05 UTC 2026","Thu Aug 20 15:14:05 UTC 2026","2","StoreFront Test Suite","SF Regression Tests","com.medusa.automation.tests.StoreFrontCartTest","com.medusa.automation.tests.StoreFrontCartTest","testApplyValidPromoCode","testApplyValidPromoCode","Mở khung nhập và áp dụng mã khuyến mãi hợp lệ trong trang Cart"
"broken","Thu Aug 20 15:14:09 UTC 2026","Thu Aug 20 15:14:09 UTC 2026","2","StoreFront Test Suite","SF Regression Tests","com.medusa.automation.tests.StoreFrontCheckoutTest","com.medusa.automation.tests.StoreFrontCheckoutTest","testCheckoutStep1ToStep2Transition","testCheckoutStep1ToStep2Transition","Điền đầy đủ thông tin hợp lệ Bước 1 → Click Continue → chuyển sang Bước 2 (Delivery)"
"broken","Thu Aug 20 15:14:00 UTC 2026","Thu Aug 20 15:14:00 UTC 2026","2","StoreFront Test Suite","SF Regression Tests","com.medusa.automation.tests.StoreFrontProductTest","com.medusa.automation.tests.StoreFrontProductTest","testAddToCartHappyPath","testAddToCartHappyPath","Happy path: Chọn size S → Click Add to Cart → Cart có sản phẩm"
"broken","Thu Aug 20 15:14:17 UTC 2026","Thu Aug 20 15:14:17 UTC 2026","0","StoreFront Test Suite","SF Regression Tests","com.medusa.automation.tests.StoreFrontSecurityTest","com.medusa.automation.tests.StoreFrontSecurityTest","testRegisterNewAccountKnownBug","testRegisterNewAccountKnownBug","[BUG-SF-01] Register với email mới → EXPECTED: Login thành công | BUG: React Error #31 'Objects are not valid as React children'"
"broken","Thu Aug 20 15:14:06 UTC 2026","Thu Aug 20 15:14:06 UTC 2026","1","StoreFront Test Suite","SF Regression Tests","com.medusa.automation.tests.StoreFrontCartTest","com.medusa.automation.tests.StoreFrontCartTest","testDeleteItemFromCart","testDeleteItemFromCart","Click icon thùng rác → Xóa sản phẩm khỏi giỏ hàng"
"broken","Thu Aug 20 15:13:57 UTC 2026","Thu Aug 20 15:13:57 UTC 2026","6","StoreFront Test Suite","SF Regression Tests","com.medusa.automation.tests.StoreFrontStoreTest","com.medusa.automation.tests.StoreFrontStoreTest","testCategoryFiltersAreDisplayed","testCategoryFiltersAreDisplayed","Category filter links hiển thị (Shirts, Sweatshirts, Pants, Merch)"
"passed","Thu Aug 20 15:12:38 UTC 2026","Thu Aug 20 15:12:40 UTC 2026","1851","Medusa Admin Auth Suite","Regression Tests","com.medusa.automation.tests.LoginTest","com.medusa.automation.tests.LoginTest","tc014_sqlInjectionInEmailField","tc014_sqlInjectionInEmailField","MED_AUTH_TC_014: SQL injection trong Email → không bị bypass, hiển thị 'Invalid email or password'"
"broken","Thu Aug 20 15:13:36 UTC 2026","Thu Aug 20 15:13:37 UTC 2026","867","Medusa Admin Auth Suite","Known Bug Tests (Expected FAIL — App Bugs)","com.medusa.automation.tests.SessionManagementTest","com.medusa.automation.tests.SessionManagementTest","tc004_redirectWhenAlreadyLoggedIn_knownBug","tc004_redirectWhenAlreadyLoggedIn_knownBug","MED_AUTH_TC_004 [KNOWN BUG]: Đã login, truy cập /app/login → Expected: auto-redirect về /app/orders. App Bug: vẫn ở trang login, không redirect"
"broken","Thu Aug 20 15:14:16 UTC 2026","Thu Aug 20 15:14:16 UTC 2026","0","StoreFront Test Suite","SF Regression Tests","com.medusa.automation.tests.StoreFrontSearchTest","com.medusa.automation.tests.StoreFrontSearchTest","testSearchPageDisplaysDefaultProducts","testSearchPageDisplaysDefaultProducts","Mở trang /gb/search — kiểm tra Search input và sản phẩm mặc định"
"broken","Thu Aug 20 15:12:46 UTC 2026","Thu Aug 20 15:12:48 UTC 2026","1389","Medusa Admin Auth Suite","Regression Tests","com.medusa.automation.tests.LoginTest","com.medusa.automation.tests.LoginTest","tc045_submitLoginFormWithEnterKey","tc045_submitLoginFormWithEnterKey","MED_AUTH_TC_045: Điền Email + Password, nhấn Enter → form submit, đăng nhập thành công"
"failed","Thu Aug 20 15:11:42 UTC 2026","Thu Aug 20 15:11:42 UTC 2026","0","Medusa API Test Suite","Storefront API — Orders","com.medusa.automation.tests.api.storefront.StorefrontOrderApiTest","com.medusa.automation.tests.api.storefront.StorefrontOrderApiTest","TC_API_ORDER_008_getOrders_responseStructure_isValid","TC_API_ORDER_008_getOrders_responseStructure_isValid","TC_API_ORDER_008 — Validate response structure của order list: có orders array, count, limit, offset"
"passed","Thu Aug 20 15:12:53 UTC 2026","Thu Aug 20 15:12:55 UTC 2026","2029","Medusa Admin Auth Suite","Regression Tests","com.medusa.automation.tests.ResetPasswordTest","com.medusa.automation.tests.ResetPasswordTest","tc027_backToLoginFromResetPage","tc027_backToLoginFromResetPage","MED_AUTH_TC_027: Click 'Back to login' từ Reset page → chuyển về /app/login"
"broken","Thu Aug 20 15:13:18 UTC 2026","Thu Aug 20 15:13:18 UTC 2026","918","Medusa Admin Auth Suite","Regression Tests","com.medusa.automation.tests.AdminOrderTest","com.medusa.automation.tests.AdminOrderTest","testDraftOrderValidationMissingRegion","testDraftOrderValidationMissingRegion","MED_ORD_TC_045: Tạo Draft Order bỏ qua Region → hệ thống hiển thị validation error"
